addressLine1,addressLine2,bathrooms,bedrooms,city,county,countyFips,createdDate,daysOnMarket,formattedAddress,history,id,lastSeenDate,latitude,listedDate,listingAgent,listingOffice,listingType,longitude,lotSize,mlsName,mlsNumber,price,propertyType,removedDate,squareFootage,state,stateFips,status,yearBuilt,zipCode
679 E 41st Pl,,1,2,Los Angeles,Los Angeles,037,2024-05-29T00:00:00.000Z,285,"679 E 41st Pl, Los Angeles, CA 90011","{'2024-08-21': {'event': 'Sale Listing', 'price': 1000000, 'listingType': 'Standard', 'listedDate': '2024-08-21T00:00:00.000Z', 'removedDate': '2025-06-02T00:00:00.000Z', 'daysOnMarket': 285}}","679-E-41st-Pl,-Los-Angeles,-CA-90011",2025-06-01T12:58:39.363Z,34.008472,2024-08-21T00:00:00.000Z,"{'name': 'Gabriela Manakova', 'phone': '3108990900', 'email': 'gabriela@ips-la.com', 'website': 'http://www.creativepropsolutions.com'}","{'name': 'Innovative Property Strategies', 'phone': '3106996946', 'email': 'gabriela@ips-la.com'}",Standard,-118.263753,8485,TheMLSCLAW,24-430287,1000000,Land,2025-06-02T00:00:00.000Z,1101,CA,06,Inactive,1897,90011
711 E Vernon Ave,,9,12,Los Angeles,Los Angeles,037,2025-09-17T00:00:00.000Z,44,"711 E Vernon Ave, Los Angeles, CA 90011","{'2025-09-16': {'event': 'Sale Listing', 'price': 1500000, 'listingType': 'Standard', 'listedDate': '2025-09-16T00:00:00.000Z', 'removedDate': '2025-10-30T00:00:00.000Z', 'daysOnMarket': 44}}","711-E-Vernon-Ave,-Los-Angeles,-CA-90011",2025-10-29T12:52:13.563Z,34.004168,2025-09-16T00:00:00.000Z,"{'name': 'Casey Lins', 'phone': '8583693010', 'email': 'casey.lins@kidder.com'}","{'name': 'Kidder Mathews of California, Inc.', 'phone': '8585091200'}",Standard,-118.263169,4697,TheMLSCLAW,25593183,1500000,Multi-Family,2025-10-30T00:00:00.000Z,5184,CA,06,Inactive,1929,90011
1159 E 43rd Pl,,3,4,Los Angeles,Los Angeles,037,2021-10-28T15:30:00.106Z,175,"1159 E 43rd Pl, Los Angeles, CA 90011","{'2024-04-04': {'event': 'Sale Listing', 'price': 450000, 'listingType': 'Standard', 'listedDate': '2024-04-04T00:00:00.000Z', 'removedDate': '2024-09-26T00:00:00.000Z', 'daysOnMarket': 175}}","1159-E-43rd-Pl,-Los-Angeles,-CA-90011",2024-09-25T12:43:17.008Z,34.005049,2024-04-04T00:00:00.000Z,"{'name': 'Franco Shamoo', 'phone': '9492956491', 'email': 'frank@shamooteam.com', 'website': 'http://www.shamooteam.com'}","{'name': 'Innovate Realty, Inc.', 'phone': '9496172875'}",Standard,-118.254996,4844,CRMLS,OC24064291,450000,Land,2024-09-26T00:00:00.000Z,2805,CA,06,Inactive,2024,90011
876 E 35th St,,1,2,Los Angeles,Los Angeles,037,2024-04-16T00:00:00.000Z,93,"876 E 35th St, Los Angeles, CA 90011",,"876-E-35th-St,-Los-Angeles,-CA-90011",2024-07-17T13:24:51.070Z,34.011563,2024-04-16T00:00:00.000Z,,,,-118.260268,3790,,,565000,Single Family,2024-07-18T00:00:00.000Z,864,CA,06,Inactive,1909,90011
1162 E 43rd Pl,,6,12,Los Angeles,Los Angeles,037,2023-11-10T00:00:00.000Z,211,"1162 E 43rd Pl, Los Angeles, CA 90011","{'2024-11-18': {'event': 'Sale Listing', 'price': 1395000, 'listingType': 'Standard', 'listedDate': '2024-11-18T00:00:00.000Z', 'removedDate': '2025-06-17T00:00:00.000Z', 'daysOnMarket': 211}}","1162-E-43rd-Pl,-Los-Angeles,-CA-90011",2025-06-16T12:57:26.648Z,34.004567,2024-11-18T00:00:00.000Z,"{'name': 'Richard Bell', 'phone': '7144474900', 'email': 'richard@bellrealtyca.com', 'website': 'http://bellrealtyca.com'}","{'name': 'Bell Realty Group', 'phone': '7143093549'}",Standard,-118.25496,6981,CRMLS,PW24235975,1395000,Multi-Family,2025-06-17T00:00:00.000Z,5729,CA,06,Inactive,1954,90011
3438 Mckinley Ave,,8,16,Los Angeles,Los Angeles,037,2024-06-21T00:00:00.000Z,123,"3438 Mckinley Ave, Los Angeles, CA 90011","{'2025-02-18': {'event': 'Sale Listing', 'price': 1395000, 'listingType': 'Standard', 'listedDate': '2025-02-18T00:00:00.000Z', 'removedDate': '2025-06-21T00:00:00.000Z', 'daysOnMarket': 123}}","3438-Mckinley-Ave,-Los-Angeles,-CA-90011",2025-06-20T14:09:08.893Z,34.012072,2025-02-18T00:00:00.000Z,"{'name': 'Aaron Jacobson', 'phone': '3107291559', 'email': 'aaron@lyonstahl.com'}","{'name': 'Lyon Stahl Investment Re, Inc.', 'phone': '3104259838', 'email': 'woodystahl@gmail.com'}",Standard,-118.260265,6700,CRMLS,SB25036159,1395000,Multi-Family,2025-06-21T00:00:00.000Z,8816,CA,06,Inactive,1928,90011
4207 Naomi Ave,,2,4,Los Angeles,Los Angeles,037,2022-02-25T14:59:39.125Z,18,"4207 Naomi Ave, Los Angeles, CA 90011","{'2024-09-27': {'event': 'Sale Listing', 'price': 710000, 'listingType': 'Standard', 'listedDate': '2024-09-27T00:00:00.000Z', 'removedDate': '2024-11-09T00:00:00.000Z', 'daysOnMarket': 43}, '2024-11-09': {'event': 'Sale Listing', 'price': 730000, 'listingType': 'Standard', 'listedDate': '2024-11-09T00:00:00.000Z', 'removedDate': '2024-11-27T00:00:00.000Z', 'daysOnMarket': 18}}","4207-Naomi-Ave,-Los-Angeles,-CA-90011",2024-11-26T12:41:28.104Z,34.007325,2024-11-09T00:00:00.000Z,"{'name': 'Abraham Pina', 'phone': '7145140946', 'email': 'abraham.pina@outlook.com'}","{'name': 'COLDWELL BANKER LEADERS', 'phone': '6266714100'}",Standard,-118.254069,6113,CRMLS,CV24230489,730000,Single Family,2024-11-27T00:00:00.000Z,1314,CA,06,Inactive,1971,90011
3815 Paloma St,,2,3,Los Angeles,Los Angeles,037,2025-05-23T00:00:00.000Z,27,"3815 Paloma St, Los Angeles, CA 90011","{'2025-05-23': {'event': 'Sale Listing', 'price': 685000, 'listingType': 'Standard', 'listedDate': '2025-05-23T00:00:00.000Z', 'removedDate': '2025-06-19T00:00:00.000Z', 'daysOnMarket': 27}}","3815-Paloma-St,-Los-Angeles,-CA-90011",2025-06-18T14:12:09.019Z,34.011489,2025-05-23T00:00:00.000Z,"{'name': 'Helen Johnson', 'phone': '3235735800', 'email': 'helen@dynamicrealtyco.com'}","{'name': 'Dynamic Realty& Investments', 'phone': '9519438700', 'email': 'helen@dynamicrealtyco.com'}",Standard,-118.261971,4540,CRMLS,SR25114670,685000,Single Family,2025-06-19T00:00:00.000Z,1236,CA,06,Inactive,1920,90011
1210 E 42nd Pl,,3,6,Los Angeles,Los Angeles,037,2025-03-14T00:00:00.000Z,270,"1210 E 42nd Pl, Los Angeles, CA 90011","{'2025-03-14': {'event': 'Sale Listing', 'price': 820000, 'listingType': 'Standard', 'listedDate': '2025-03-14T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 270}}","1210-E-42nd-Pl,-Los-Angeles,-CA-90011",2025-12-08T12:55:19.922Z,34.006385,2025-03-14T00:00:00.000Z,"{'name': 'William Ricse', 'phone': '7144229814', 'email': 'williamronaldricse2014@hotmail.com'}","{'name': 'Sigma Realty', 'phone': '7144229814', 'email': 'jdrisso@yahoo.com', 'website': 'http://homesig.com'}",Standard,-118.253901,6037,CRMLS,PW25056193,820000,Multi-Family,,,CA,06,Active,1912,90011
3805 Paloma St,,6,9,Los Angeles,Los Angeles,037,2025-05-23T00:00:00.000Z,35,"3805 Paloma St, Los Angeles, CA 90011","{'2025-05-23': {'event': 'Sale Listing', 'price': 685000, 'listingType': 'Standard', 'listedDate': '2025-05-23T00:00:00.000Z', 'removedDate': '2025-06-27T00:00:00.000Z', 'daysOnMarket': 35}}","3805-Paloma-St,-Los-Angeles,-CA-90011",2025-06-26T14:27:22.437Z,34.011712,2025-05-23T00:00:00.000Z,"{'name': 'Helen Johnson', 'phone': '3235735800', 'email': 'helen@dynamicrealtyco.com'}","{'name': 'Dynamic Realty& Investments', 'phone': '9519438700', 'email': 'helen@dynamicrealtyco.com'}",Standard,-118.261907,5630,CRMLS,SR25114521,685000,Multi-Family,2025-06-27T00:00:00.000Z,1620,CA,06,Inactive,1914,90011
4123 Naomi Ave,,4,5,Los Angeles,Los Angeles,037,2025-06-10T00:00:00.000Z,57,"4123 Naomi Ave, Los Angeles, CA 90011","{'2025-06-10': {'event': 'Sale Listing', 'price': 826000, 'listingType': 'Standard', 'listedDate': '2025-06-10T00:00:00.000Z', 'removedDate': '2025-07-02T00:00:00.000Z', 'daysOnMarket': 22}, '2025-10-04': {'event': 'Sale Listing', 'price': 826000, 'listingType': 'Standard', 'listedDate': '2025-10-04T00:00:00.000Z', 'removedDate': '2025-11-30T00:00:00.000Z', 'daysOnMarket': 57}}","4123-Naomi-Ave,-Los-Angeles,-CA-90011",2025-11-29T12:27:36.229Z,34.008556,2025-10-04T00:00:00.000Z,"{'name': 'Jakline Kookhabi', 'phone': '3108044364', 'email': 'jackline_k@yahoo.com'}","{'name': 'Nelson Shelton & Associates', 'phone': '3102712229', 'email': 'richarddnelson49@yahoo.com', 'website': 'http://www.nelsonshelton.con'}",Standard,-118.254098,6107,TheMLSCLAW,25549859,826000,Multi-Family,2025-11-30T00:00:00.000Z,1621,CA,06,Inactive,1915,90011
635 E 43rd Pl,,,9,Los Angeles,Los Angeles,037,2024-12-11T00:00:00.000Z,52,"635 E 43rd Pl, Los Angeles, CA 90011","{'2024-12-11': {'event': 'Sale Listing', 'price': 749000, 'listingType': 'Standard', 'listedDate': '2024-12-11T00:00:00.000Z', 'removedDate': '2025-02-01T00:00:00.000Z', 'daysOnMarket': 52}}","635-E-43rd-Pl,-Los-Angeles,-CA-90011",2025-01-31T13:10:36.922Z,34.005001,2024-12-11T00:00:00.000Z,"{'name': 'Alfredo Zamudio', 'phone': '5628617242', 'email': 'alfredo.zamudio@corcorangl.com', 'website': 'http://alfredzrealtor.agent.interosocal.com/'}","{'name': 'Berkshire Hathaway H.S.C.P.', 'phone': '5624197531', 'email': 'brucemulhearn@prucarealty.com'}",Standard,-118.264549,5120,CRMLS,DW24247605,749000,Multi-Family,2025-02-01T00:00:00.000Z,2712,CA,06,Inactive,1990,90011
3729 Paloma St,,4,6,Los Angeles,Los Angeles,037,2023-10-10T00:00:00.000Z,35,"3729 Paloma St, Los Angeles, CA 90011","{'2025-11-04': {'event': 'Sale Listing', 'price': 649000, 'listingType': 'Standard', 'listedDate': '2025-11-04T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 35}}","3729-Paloma-St,-Los-Angeles,-CA-90011",2025-12-08T13:35:28.958Z,34.011994,2025-11-04T00:00:00.000Z,"{'name': 'Erik Ruiz', 'phone': '3237227300', 'email': 'erikrealty@yahoo.com'}","{'name': 'Century 21 Realty Masters', 'phone': '3237227300', 'email': 'aruizhouses@yahoo.com', 'website': 'http://c21realtymasters.com/'}",Standard,-118.261825,4190,CRMLS,MB25253602,649000,Multi-Family,,1843,CA,06,Active,1914,90011
4206 Naomi Ave,,5,7,Los Angeles,Los Angeles,037,2024-04-17T00:00:00.000Z,49,"4206 Naomi Ave, Los Angeles, CA 90011",,"4206-Naomi-Ave,-Los-Angeles,-CA-90011",2024-06-04T00:00:00.000Z,34.007257,2024-04-17T00:00:00.000Z,,,,-118.253481,9003,,,980000,Multi-Family,2024-06-05T00:00:00.000Z,3763,CA,06,Inactive,1916,90011
1162 E Martin Luther King Jr Blvd,,3,5,Los Angeles,Los Angeles,037,2023-04-12T00:00:00.000Z,357,"1162 E Martin Luther King Jr Blvd, Los Angeles, CA 90011","{'2024-05-21': {'event': 'Sale Listing', 'price': 850000, 'listingType': 'Standard', 'listedDate': '2024-05-21T00:00:00.000Z', 'removedDate': '2025-05-13T00:00:00.000Z', 'daysOnMarket': 357}}","1162-E-Martin-Luther-King-Jr-Blvd,-Los-Angeles,-CA-90011",2025-05-12T11:32:50.713Z,34.010902,2024-05-21T00:00:00.000Z,"{'name': 'Mercedes Gomez', 'phone': '3239727374', 'email': 'realtormercedesgomez@gmail.com'}","{'name': 'LA GOLD REALTY, INC.', 'phone': '6263339777'}",Standard,-118.255,6005,CRMLS,CV24101464,850000,Multi-Family,2025-05-13T00:00:00.000Z,2031,CA,06,Inactive,1947,90011
877 E 47th St,,1,3,Los Angeles,Los Angeles,037,2025-01-28T00:00:00.000Z,10,"877 E 47th St, Los Angeles, CA 90011","{'2025-01-27': {'event': 'Sale Listing', 'price': 599000, 'listingType': 'Standard', 'listedDate': '2025-01-27T00:00:00.000Z', 'removedDate': '2025-02-06T00:00:00.000Z', 'daysOnMarket': 10}}","877-E-47th-St,-Los-Angeles,-CA-90011",2025-02-05T11:04:50.524Z,34.001056,2025-01-27T00:00:00.000Z,"{'name': 'Jordan Gibbs', 'phone': '3238995547', 'email': 'jgibbsrealty@yahoo.com', 'website': 'http://www.jordangibbsrealty.com'}","{'name': 'Jordan Gibbs Realty', 'phone': '3238995547'}",Standard,-118.260293,5508,TheMLSCLAW,25-489859,599000,Single Family,2025-02-06T00:00:00.000Z,1302,CA,06,Inactive,1902,90011
4600 S Central Ave,,6,8,Los Angeles,Los Angeles,037,2023-08-22T00:00:00.000Z,587,"4600 S Central Ave, Los Angeles, CA 90011","{'2023-08-21': {'event': 'Sale Listing', 'price': 1400000, 'listingType': 'Standard', 'listedDate': '2023-08-21T00:00:00.000Z', 'removedDate': '2025-03-30T00:00:00.000Z', 'daysOnMarket': 587}}","4600-S-Central-Ave,-Los-Angeles,-CA-90011",2025-03-29T10:46:16.828Z,34.001906,2023-08-21T00:00:00.000Z,"{'name': 'Marie Jimenez', 'phone': '5626677285', 'email': 'mj21.invest@gmail.com', 'website': 'https://mariejimenez.sites.c21.homes/'}","{'name': 'CENTURY 21 Allstars', 'phone': '5628632121', 'email': 'info@c21allstars.com', 'website': 'http://www.c21allstars.com'}",Standard,-118.256108,6022,CRMLS,DW23156604,1400000,Multi-Family,2025-03-30T00:00:00.000Z,5010,CA,06,Inactive,1903,90011
4625 S Central Ave,,,0,Los Angeles,Los Angeles,037,2025-03-04T00:00:00.000Z,163,"4625 S Central Ave, Los Angeles, CA 90011","{'2025-03-03': {'event': 'Sale Listing', 'price': 1447700, 'listingType': 'Standard', 'listedDate': '2025-03-03T00:00:00.000Z', 'removedDate': '2025-08-13T00:00:00.000Z', 'daysOnMarket': 163}}","4625-S-Central-Ave,-Los-Angeles,-CA-90011",2025-08-12T12:07:08.600Z,34.001019,2025-03-03T00:00:00.000Z,"{'name': 'Jacob Plewa', 'phone': '3104325784', 'email': 'jplewa@kw.com'}","{'name': 'REMAX COMMERCIAL & INVESTMENT REALTY', 'phone': '3108022500', 'email': 'slampe@remaxcir.com'}",Standard,-118.256912,9363,TheMLSCLAW,25505781,1447700,Multi-Family,2025-08-13T00:00:00.000Z,5565,CA,06,Inactive,1988,90011
3424-3424 1/2 Paloma St,,3,7,Los Angeles,Los Angeles,037,2025-05-08T00:00:00.000Z,113,"3424-3424 1/2 Paloma St, Los Angeles, CA 90011","{'2025-05-07': {'event': 'Sale Listing', 'price': 820000, 'listingType': 'Standard', 'listedDate': '2025-05-07T00:00:00.000Z', 'removedDate': '2025-08-28T00:00:00.000Z', 'daysOnMarket': 113}}","3424-3424-1-2-Paloma-St,-Los-Angeles,-CA-90011",2025-08-27T12:45:45.477Z,34.01306,2025-05-07T00:00:00.000Z,"{'name': 'Roberto Rivas Cortes', 'phone': '3103432405', 'email': 'roberto1803.rr@gmail.com'}","{'name': 'Vismar Real Estate', 'phone': '3233527946', 'email': 'vanessa@vismarre.com'}",Standard,-118.260987,5259,CRMLS,DW25087496,820000,Multi-Family,2025-08-28T00:00:00.000Z,2298,CA,06,Inactive,1925,90011
3622 Griffith Ave,,2,4,Los Angeles,Los Angeles,037,2021-02-24T14:48:23.204Z,103,"3622 Griffith Ave, Los Angeles, CA 90011","{'2025-02-10': {'event': 'Sale Listing', 'price': 690000, 'listingType': 'Standard', 'listedDate': '2025-02-10T00:00:00.000Z', 'removedDate': '2025-05-24T00:00:00.000Z', 'daysOnMarket': 103}}","3622-Griffith-Ave,-Los-Angeles,-CA-90011",2025-05-23T14:25:02.822Z,34.012796,2025-02-10T00:00:00.000Z,"{'name': 'Shahryar Bastani', 'phone': '8187442846', 'email': 'shary@kw.com'}","{'name': ""Christie's AKG"", 'phone': '4242497162'}",Standard,-118.261955,5156,TheMLSCLAW,25496387,690000,Single Family,2025-05-24T00:00:00.000Z,1176,CA,06,Inactive,1971,90011
4129 Avalon Blvd,,,,Los Angeles,Los Angeles,037,2024-08-27T00:00:00.000Z,112,"4129 Avalon Blvd, Los Angeles, CA 90011","{'2024-08-26': {'event': 'Sale Listing', 'price': 1900000, 'listingType': 'Standard', 'listedDate': '2024-08-26T00:00:00.000Z', 'removedDate': '2025-02-07T00:00:00.000Z', 'daysOnMarket': 165}, '2025-08-19': {'event': 'Sale Listing', 'price': 1695000, 'listingType': 'Standard', 'listedDate': '2025-08-19T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 112}}","4129-Avalon-Blvd,-Los-Angeles,-CA-90011",2025-12-08T14:05:12.404Z,34.008343,2025-08-19T00:00:00.000Z,{'name': 'Jordan Petito'},"{'name': 'Keller Williams Beverly Hills', 'phone': '3104326400', 'email': 'stevenaaronrealtor@gmail.com', 'website': 'kw.com/beverlyhills'}",Standard,-118.265633,8199,TheMLSCLAW,25580479,1695000,Land,,,CA,06,Active,,90011
1241 E 43rd,,3,,Los Angeles,Los Angeles,037,2025-11-22T00:00:00.000Z,18,"1241 E 43rd, Los Angeles, CA 90011","{'2025-11-21': {'event': 'Sale Listing', 'price': 599000, 'listingType': 'Standard', 'listedDate': '2025-11-21T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 18}}","1241-E-43rd,-Los-Angeles,-CA-90011",2025-12-08T12:49:03.221Z,34.005947,2025-11-21T00:00:00.000Z,"{'name': 'Mark Perez', 'phone': '5627540660', 'email': 'markperez38@gmail.com', 'website': 'http://www.socalproperties.org'}","{'name': 'Circle Real Estate', 'phone': '5625219022', 'email': 'broker@circlere.com'}",Standard,-118.252907,5123,CRMLS,RS25258950,599000,Multi-Family,,,CA,06,Active,1922,90011
4355 Avalon Blvd,,3,0,Los Angeles,Los Angeles,037,2025-05-02T00:00:00.000Z,19,"4355 Avalon Blvd, Los Angeles, CA 90011","{'2025-05-01': {'event': 'Sale Listing', 'price': 1000000, 'listingType': 'Standard', 'listedDate': '2025-05-01T00:00:00.000Z', 'removedDate': '2025-10-01T00:00:00.000Z', 'daysOnMarket': 153}, '2025-11-20': {'event': 'Sale Listing', 'price': 975000, 'listingType': 'Standard', 'listedDate': '2025-11-20T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 19}}","4355-Avalon-Blvd,-Los-Angeles,-CA-90011",2025-12-08T12:56:17.291Z,34.004561,2025-11-20T00:00:00.000Z,"{'name': 'Taylor Avakian', 'phone': '3104259838', 'email': 'taylor@lyonstahl.com'}","{'name': 'Lyon Stahl Investment Re, Inc.', 'phone': '3104259838', 'email': 'woodystahl@gmail.com'}",Standard,-118.265612,4622,TheMLSCLAW,25621013,975000,Multi-Family,,2918,CA,06,Active,1905,90011
4355 S Avalon Blvd,,,,Los Angeles,Los Angeles,037,2024-05-15T00:00:00.000Z,142,"4355 S Avalon Blvd, Los Angeles, CA 90011","{'2024-05-14': {'event': 'Sale Listing', 'price': 950000, 'listingType': 'Standard', 'listedDate': '2024-05-14T00:00:00.000Z', 'removedDate': '2024-10-03T00:00:00.000Z', 'daysOnMarket': 142}}","4355-S-Avalon-Blvd,-Los-Angeles,-CA-90011",2024-10-02T12:47:11.583Z,34.004561,2024-05-14T00:00:00.000Z,{'name': 'Brandon Evans'},"{'name': 'Rosano Partners', 'phone': '2137845334'}",Standard,-118.265612,4620,TheMLSCLAW,24-391909,950000,Multi-Family,2024-10-03T00:00:00.000Z,3521,CA,06,Inactive,1905,90011
1162 E 46th St,,2,4,Los Angeles,Los Angeles,037,2024-02-01T00:00:00.000Z,291,"1162 E 46th St, Los Angeles, CA 90011","{'2024-02-01': {'event': 'Sale Listing', 'price': 525000, 'listingType': 'Standard', 'listedDate': '2024-02-01T00:00:00.000Z', 'removedDate': '2024-11-18T00:00:00.000Z', 'daysOnMarket': 291}}","1162-E-46th-St,-Los-Angeles,-CA-90011",2024-11-17T11:00:09.463Z,34.00177,2024-02-01T00:00:00.000Z,"{'name': 'Qubie Vazquez', 'phone': '3107042778', 'email': 'qubie.vazquez@camoves.com', 'website': 'http://qubievazquez.cbintouch.com/'}","{'name': 'Coldwell Banker Realty', 'phone': '3108025700', 'email': 'alexa.hoyt@cbrealty.com', 'website': 'https://www.coldwellbankerhomes.com//ca/manhattan-beach/office/manhattan-beach/oid_5479/'}",Standard,-118.254947,5662,CRMLS,SB23227003,525000,Single Family,2024-11-18T00:00:00.000Z,1300,CA,06,Inactive,1907,90011
647 E 38th St,,4,5,Los Angeles,Los Angeles,037,2021-09-09T16:33:37.262Z,38,"647 E 38th St, Los Angeles, CA 90011","{'2025-06-18': {'event': 'Sale Listing', 'price': 925000, 'listingType': 'Standard', 'listedDate': '2025-06-18T00:00:00.000Z', 'removedDate': '2025-07-26T00:00:00.000Z', 'daysOnMarket': 38}}","647-E-38th-St,-Los-Angeles,-CA-90011",2025-07-25T13:02:47.363Z,34.012202,2025-06-18T00:00:00.000Z,{'name': 'Jorge Miramontes'},"{'name': 'Covertum Group Inc', 'phone': '5622701840', 'email': 'martinsotog@yahoo.com'}",Standard,-118.263554,4799,CRMLS,DW25136888,925000,Multi-Family,2025-07-26T00:00:00.000Z,2079,CA,06,Inactive,1951,90011
956 E 33rd St,,1,3,Los Angeles,Los Angeles,037,2022-11-23T09:07:54.014Z,34,"956 E 33rd St, Los Angeles, CA 90011","{'2025-09-30': {'event': 'Sale Listing', 'price': 510000, 'listingType': 'Standard', 'listedDate': '2025-09-30T00:00:00.000Z', 'removedDate': '2025-11-03T00:00:00.000Z', 'daysOnMarket': 34}}","956-E-33rd-St,-Los-Angeles,-CA-90011",2025-11-02T12:43:05.940Z,34.013691,2025-09-30T00:00:00.000Z,"{'name': 'Roxana Solis', 'phone': '3109817003', 'email': 'roxy@ernest-cooper.com'}","{'name': 'Ernest & Cooper Realty', 'phone': '3109817003'}",Standard,-118.259307,4996,TheMLSCLAW,25599581,510000,Single Family,2025-11-03T00:00:00.000Z,1046,CA,06,Inactive,1905,90011
1247 E Vernon Ave,,4,8,Los Angeles,Los Angeles,037,2024-03-20T00:00:00.000Z,117,"1247 E Vernon Ave, Los Angeles, CA 90011","{'2024-03-20': {'event': 'Sale Listing', 'price': 899000, 'listingType': 'Standard', 'listedDate': '2024-03-20T00:00:00.000Z', 'removedDate': '2025-07-16T00:00:00.000Z', 'daysOnMarket': 483}, '2025-08-14': {'event': 'Sale Listing', 'price': 875000, 'listingType': 'Standard', 'listedDate': '2025-08-14T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 117}}","1247-E-Vernon-Ave,-Los-Angeles,-CA-90011",2025-12-08T14:03:36.607Z,34.00419,2025-08-14T00:00:00.000Z,"{'name': 'Jongmin Park', 'phone': '2133808949', 'email': 'agentjasonpark@gmail.com'}","{'name': 'Dream Realty & Investments Inc', 'phone': '2133808949', 'email': 'chungkenneth@yahoo.com'}",Standard,-118.253078,5114,TheMLSCLAW,25577351,875000,Multi-Family,,2850,CA,06,Active,2007,90011
1170 E 46th St,,4,7,Los Angeles,Los Angeles,037,2024-02-01T00:00:00.000Z,291,"1170 E 46th St, Los Angeles, CA 90011","{'2024-02-01': {'event': 'Sale Listing', 'price': 700000, 'listingType': 'Standard', 'listedDate': '2024-02-01T00:00:00.000Z', 'removedDate': '2024-11-18T00:00:00.000Z', 'daysOnMarket': 291}}","1170-E-46th-St,-Los-Angeles,-CA-90011",2024-11-17T11:00:09.451Z,34.00177,2024-02-01T00:00:00.000Z,"{'name': 'Qubie Vazquez', 'phone': '3107042778', 'email': 'qubie.vazquez@camoves.com', 'website': 'http://qubievazquez.cbintouch.com/'}","{'name': 'Coldwell Banker Realty', 'phone': '3108025700', 'email': 'alexa.hoyt@cbrealty.com', 'website': 'https://www.coldwellbankerhomes.com//ca/manhattan-beach/office/manhattan-beach/oid_5479/'}",Standard,-118.254785,8209,CRMLS,SB23227004,700000,Multi-Family,2024-11-18T00:00:00.000Z,3220,CA,06,Inactive,1960,90011
920 E 48th St,,4,5,Los Angeles,Los Angeles,037,2024-08-24T00:00:00.000Z,180,"920 E 48th St, Los Angeles, CA 90011","{'2024-08-23': {'event': 'Sale Listing', 'price': 780000, 'listingType': 'Standard', 'listedDate': '2024-08-23T00:00:00.000Z', 'removedDate': '2025-02-19T00:00:00.000Z', 'daysOnMarket': 180}, '2025-02-19': {'event': 'Sale Listing', 'price': 685000, 'listingType': 'Standard', 'listedDate': '2025-02-19T00:00:00.000Z', 'removedDate': '2025-08-18T00:00:00.000Z', 'daysOnMarket': 180}}","920-E-48th-St,-Los-Angeles,-CA-90011",2025-08-17T12:13:27.187Z,33.99998,2025-02-19T00:00:00.000Z,"{'name': 'Itzel Anaya', 'email': 'itsellswithitzel@gmail.com'}","{'name': 'Home Smart Realty Group', 'phone': '5629127770', 'email': 'sdaniele@realtygrouphs.com'}",Standard,-118.259491,7505,CRMLS,PW25036597,685000,Multi-Family,2025-08-18T00:00:00.000Z,2072,CA,06,Inactive,1923,90011
